"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Lsm2","Group",0.00373594653901845,0.400577066166038,"T3976","DESeq2","DMSO vs T3976",0.838730725574905,-0.253720387001675
"Lsm3","Group",0.134402272003709,0.859346286736004,"T3976","DESeq2","DMSO vs T3976",0.928032594785649,-0.107752617648954
"Lsm4","Group",0.21894269334492,0.918341915603955,"T3976","DESeq2","DMSO vs T3976",0.936113495703312,-0.095244640119371
"Lsm5","Group",0.95910691380908,0.998281345570293,"DMSO","DESeq2","DMSO vs T3976",1.00294712074545,0.00424554348809966
"Lsm6","Group",0.629998316384565,0.975365577302846,"T3976","DESeq2","DMSO vs T3976",0.966815780130794,-0.0486870742759531
"Lsm7","Group",0.994197027978861,0.999216628715299,"T3976","DESeq2","DMSO vs T3976",0.999305158690433,-0.00100279254271898
"Lsm8","Group",0.387267574289337,0.94792071724235,"T3976","DESeq2","DMSO vs T3976",0.947288766595196,-0.0781238184745965
"Lsp1","Group",0.00226589272564986,0.358744384081171,"T3976","DESeq2","DMSO vs T3976",0.830147300149376,-0.268560745969669
"Lsr","Group",0.0748892021537675,0.820923057882444,"DMSO","DESeq2","DMSO vs T3976",1.58332184848774,0.662954547970927
"Lss","Group",0.169818962534414,0.894144109340808,"T3976","DESeq2","DMSO vs T3976",0.887068601675963,-0.172882414858628
"Lta","Group",0.853773156327417,0.991433589305502,"DMSO","DESeq2","DMSO vs T3976",1.10280147147295,0.14117309745649
"Lta4h","Group",0.0287629336979508,0.695737446963144,"T3976","DESeq2","DMSO vs T3976",0.940152915281783,-0.0890326655687016
"Ltbp1","Group",0.114548971520618,0.85228910160007,"DMSO","DESeq2","DMSO vs T3976",1.13392667576774,0.181327352867079
"Ltbp2","Group",0.000919503833688735,0.253728179768186,"DMSO","DESeq2","DMSO vs T3976",1.15675493497059,0.210083253770217
"Ltbp3","Group",0.10906530643147,0.85063171788719,"DMSO","DESeq2","DMSO vs T3976",1.06140469248088,0.0859748320456289
"Ltbp4","Group",0.302315421458737,0.935232019348757,"T3976","DESeq2","DMSO vs T3976",0.93658350679081,-0.0945204624457475
"Ltbr","Group",0.62014229628498,0.975365577302846,"DMSO","DESeq2","DMSO vs T3976",1.02565378890047,0.036543829067231
"Ltc4s","Group",0.420520256013124,0.954946449655012,"DMSO","DESeq2","DMSO vs T3976",1.10878052275079,0.148973819895079
"Ltn1","Group",0.319099513423082,0.937927229729006,"DMSO","DESeq2","DMSO vs T3976",1.08687828929408,0.120190393665108
"Ltv1","Group",0.708987660253674,0.982521700512824,"T3976","DESeq2","DMSO vs T3976",0.981548371925018,-0.0268687276373373
"Luc7l","Group",0.856554205290129,0.991433589305502,"T3976","DESeq2","DMSO vs T3976",0.99103246128175,-0.0129957812059661
"Luc7l2","Group",0.389436931817426,0.948495806734207,"DMSO","DESeq2","DMSO vs T3976",1.06051463208712,0.0847645260960894
"Luc7l3","Group",0.288804228328493,0.931865797548708,"DMSO","DESeq2","DMSO vs T3976",1.1210384317996,0.164835737925927
"Lum","Group",0.121668325689999,0.85228910160007,"DMSO","DESeq2","DMSO vs T3976",1.2858264312981,0.362695912023994
"Lurap1","Group",0.57929527514889,0.974019589531822,"DMSO","DESeq2","DMSO vs T3976",1.08038007115805,0.111538933050383
"Lurap1l","Group",0.727229566368648,0.984612537966324,"DMSO","DESeq2","DMSO vs T3976",1.02509847779709,0.0357625112966011
"Luzp1","Group",0.45450980137213,0.961216315931105,"DMSO","DESeq2","DMSO vs T3976",1.05620676612168,0.0788922885395259
"Lvrn","Group",0.258130805045907,0.921038074363164,"T3976","DESeq2","DMSO vs T3976",0.879290828944089,-0.185587673455802
"Lxn","Group",0.214458696856364,0.918302458804489,"DMSO","DESeq2","DMSO vs T3976",1.08842472207438,0.122241630911041
"Ly6a","Group",0.512645276480961,0.966626253558844,"T3976","DESeq2","DMSO vs T3976",0.922767160729841,-0.115961432322056
"Ly6c1","Group",0.108360810441848,0.849560333094462,"T3976","DESeq2","DMSO vs T3976",0.784437615840208,-0.350269376689075
"Ly6c2","Group",0.218270206094811,0.918341915603955,"T3976","DESeq2","DMSO vs T3976",0.682549975792679,-0.550993411948425
"Ly6d","Group",0.00974724341076817,0.542193876964515,"DMSO","DESeq2","DMSO vs T3976",2.32540993230524,1.21748506253164
"Ly6e","Group",0.363077074902478,0.946209200724509,"DMSO","DESeq2","DMSO vs T3976",1.04628796956397,0.0652799788164191
"Ly6i","Group",0.848183751192888,0.991433589305502,"T3976","DESeq2","DMSO vs T3976",0.871354889004815,-0.198667669600407
"Ly75","Group",0.716091162834717,0.98363544554628,"DMSO","DESeq2","DMSO vs T3976",1.01970804443774,0.0281561491242368
"Ly96","Group",0.538525163027515,0.968490966624377,"DMSO","DESeq2","DMSO vs T3976",1.06207657517999,0.0868877874695078
